CUSTOMER_ID,CUSTOMER_NAME,REGION_CODE,STATUS,CREATED_TS
CUST64,Customer_64,R40978,INACTIVE,2024-03-07
CUST65,Customer_65,R35818,ACTIVE,2025-10-05
CUST66,Customer_66,R195,INACTIVE,2021-02-17
CUST67,Customer_67,R44535,ACTIVE,2024-02-23
CUST68,Customer_68,R314,INACTIVE,2024-01-14
CUST69,Customer_69,R48719,TEST,2022-08-16
CUST70,Customer_70,R16296,INACTIVE,2023-05-30
CUST71,Customer_71,R27823,ACTIVE,2020-08-18
CUST72,Customer_72,R9841,INACTIVE,2022-12-10
CUST73,Customer_73,R3828,TEST,2025-07-22
CUST74,Customer_74,R32578,INACTIVE,2025-08-29
CUST75,Customer_75,R7386,ACTIVE,2020-05-29
CUST76,Customer_76,R4324,ACTIVE,2022-09-19
CUST77,Customer_77,R16606,ACTIVE,2025-05-01
CUST78,Customer_78,R44105,ACTIVE,2020-01-06
CUST79,Customer_79,R17742,ACTIVE,2022-05-01
CUST80,Customer_80,R24949,INACTIVE,2020-05-01
CUST81,Customer_81,R11668,TEST,2025-03-10
CUST82,Customer_82,R34360,TEST,2021-06-04
CUST83,Customer_83,R7021,ACTIVE,2021-11-04
CUST84,Customer_84,R49966,INACTIVE,2021-10-06
CUST85,Customer_85,R26346,ACTIVE,2021-04-01
CUST86,Customer_86,R2963,ACTIVE,2021-08-10
CUST87,Customer_87,R6146,INACTIVE,2025-11-20
CUST88,Customer_88,R42776,ACTIVE,2020-10-02
CUST89,Customer_89,R11376,ACTIVE,2024-06-02
CUST90,Customer_90,R43579,ACTIVE,2024-05-07
CUST91,Customer_91,R22840,ACTIVE,2023-07-24
CUST92,Customer_92,R15199,ACTIVE,2024-06-23
CUST93,Customer_93,R8702,ACTIVE,2020-09-21
CUST94,Customer_94,R38196,ACTIVE,2025-06-05
CUST95,Customer_95,R28808,ACTIVE,2023-05-01
CUST96,Customer_96,R32067,ACTIVE,2020-10-16
CUST97,Customer_97,R21676,ACTIVE,2024-11-13
CUST98,Customer_98,R17383,ACTIVE,2025-09-25
CUST99,Customer_99,R33940,ACTIVE,2025-03-03
CUST100,Customer_100,R25418,INACTIVE,2025-09-26
CUST101,Customer_101,R40449,INACTIVE,2024-01-26
CUST102,Customer_102,R43531,INACTIVE,2021-04-24
CUST103,Customer_103,R35023,ACTIVE,2021-07-09
CUST104,Customer_104,R28463,TEST,2024-07-24
CUST105,Customer_105,R28903,ACTIVE,2023-12-01
CUST106,Customer_106,R29039,ACTIVE,2020-01-14
CUST107,Customer_107,R19457,ACTIVE,2025-10-27
CUST108,Customer_108,R41047,ACTIVE,2022-04-04
CUST109,Customer_109,R39810,INACTIVE,2020-01-08
CUST110,Customer_110,R2803,INACTIVE,2021-04-04
CUST111,Customer_111,R9589,ACTIVE,2024-07-15
CUST112,Customer_112,R30410,TEST,2024-12-05
CUST113,Customer_113,R32611,ACTIVE,2022-02-01
CUST114,Customer_114,R7885,INACTIVE,2023-05-08
CUST115,Customer_115,R11506,ACTIVE,2022-06-22
CUST116,Customer_116,R7178,ACTIVE,2024-01-11
CUST117,Customer_117,R17227,INACTIVE,2022-07-11
CUST118,Customer_118,R309,ACTIVE,2023-07-30
CUST119,Customer_119,R16021,ACTIVE,2021-10-18
CUST120,Customer_120,R11671,ACTIVE,2025-01-23
CUST121,Customer_121,R45481,ACTIVE,2021-09-26
CUST122,Customer_122,R37060,ACTIVE,2020-11-23
CUST123,Customer_123,R10115,ACTIVE,2023-02-01
CUST124,Customer_124,R783,ACTIVE,2020-09-03
CUST125,Customer_125,R3374,INACTIVE,2022-05-25
CUST126,Customer_126,R10019,ACTIVE,2021-01-02
CUST127,Customer_127,R24488,TEST,2022-01-08
CUST128,Customer_128,R43453,ACTIVE,2023-03-15
CUST129,Customer_129,R13070,INACTIVE,2025-05-14
CUST130,Customer_130,R20359,ACTIVE,2025-11-17
CUST131,Customer_131,R43898,TEST,2024-07-16
CUST132,Customer_132,R38633,ACTIVE,2022-01-31
CUST133,Customer_133,R48695,TEST,2020-08-10
CUST134,Customer_134,R30389,ACTIVE,2025-12-16
CUST135,Customer_135,R47640,ACTIVE,2023-09-03
CUST136,Customer_136,R46517,INACTIVE,2024-01-13
CUST137,Customer_137,R35337,ACTIVE,2020-09-01
CUST138,Customer_138,R35775,ACTIVE,2024-12-05
CUST139,Customer_139,R3607,INACTIVE,2025-10-13
CUST140,Customer_140,R46289,ACTIVE,2025-08-07
CUST141,Customer_141,R17884,INACTIVE,2022-06-27
CUST142,Customer_142,R19393,TEST,2020-03-27
CUST143,Customer_143,R17677,ACTIVE,2022-12-25
CUST144,Customer_144,R33153,INACTIVE,2025-01-16
CUST145,Customer_145,R12175,INACTIVE,2023-10-01
CUST146,Customer_146,R27503,INACTIVE,2021-03-08
CUST147,Customer_147,R21591,ACTIVE,2021-11-10
CUST148,Customer_148,R25664,TEST,2023-03-20
CUST149,Customer_149,R43752,ACTIVE,2024-09-24
CUST150,Customer_150,R45939,ACTIVE,2022-06-26
CUST151,Customer_151,R22705,ACTIVE,2023-02-03
CUST152,Customer_152,R12349,ACTIVE,2023-12-14
CUST153,Customer_153,R10540,ACTIVE,2021-12-19
CUST154,Customer_154,R10895,ACTIVE,2024-02-01
CUST155,Customer_155,R37420,INACTIVE,2023-03-24
CUST156,Customer_156,R36788,INACTIVE,2025-11-10
CUST157,Customer_157,R22012,ACTIVE,2025-07-09
CUST158,Customer_158,R36768,ACTIVE,2020-06-28
CUST159,Customer_159,R7356,ACTIVE,2025-05-04
CUST160,Customer_160,R3395,INACTIVE,2020-10-02
CUST161,Customer_161,R20657,ACTIVE,2024-10-02
CUST162,Customer_162,R38384,ACTIVE,2022-07-16
CUST163,Customer_163,R40650,INACTIVE,2021-06-16
CUST164,Customer_164,R12324,ACTIVE,2020-10-22
CUST165,Customer_165,R15788,ACTIVE,2022-12-12
CUST166,Customer_166,R5017,ACTIVE,2024-12-25
CUST167,Customer_167,R15191,ACTIVE,2022-10-05
CUST168,Customer_168,R18408,ACTIVE,2025-12-09
CUST169,Customer_169,R35149,INACTIVE,2024-07-31
CUST170,Customer_170,R18317,ACTIVE,2021-12-24
CUST171,Customer_171,R1752,ACTIVE,2021-04-29
CUST172,Customer_172,R46711,ACTIVE,2023-12-08
CUST173,Customer_173,R24088,ACTIVE,2022-05-01
CUST174,Customer_174,R26151,ACTIVE,2021-01-23
CUST175,Customer_175,R38949,ACTIVE,2023-01-04
CUST176,Customer_176,R5098,INACTIVE,2025-06-04
CUST177,Customer_177,R5916,ACTIVE,2024-10-26
CUST178,Customer_178,R16275,ACTIVE,2023-12-20
CUST179,Customer_179,R35048,INACTIVE,2025-02-17
CUST180,Customer_180,R43083,ACTIVE,2025-03-19
CUST181,Customer_181,R6923,INACTIVE,2023-05-12
CUST182,Customer_182,R11894,ACTIVE,2025-12-12
CUST183,Customer_183,R18242,INACTIVE,2021-12-13
CUST184,Customer_184,R24917,ACTIVE,2021-07-20
CUST185,Customer_185,R41855,INACTIVE,2021-03-22
CUST186,Customer_186,R12899,ACTIVE,2023-03-27
CUST187,Customer_187,R7981,TEST,2024-03-13
CUST188,Customer_188,R33760,ACTIVE,2024-04-28
CUST189,Customer_189,R6128,ACTIVE,2025-02-15
CUST190,Customer_190,R26582,ACTIVE,2024-08-14
CUST191,Customer_191,R13033,ACTIVE,2020-12-02
CUST192,Customer_192,R47873,ACTIVE,2022-02-27
CUST193,Customer_193,R38503,ACTIVE,2024-07-29
CUST194,Customer_194,R37484,TEST,2022-02-22
CUST195,Customer_195,R40645,ACTIVE,2024-02-21
CUST196,Customer_196,R17602,ACTIVE,2021-05-08
CUST197,Customer_197,R1950,ACTIVE,2023-02-27
CUST198,Customer_198,R27230,ACTIVE,2023-06-20
CUST199,Customer_199,R19233,ACTIVE,2024-04-15
CUST200,Customer_200,R27577,ACTIVE,2023-07-25
CUST201,Customer_201,R8349,ACTIVE,2020-02-21
CUST202,Customer_202,R6462,INACTIVE,2022-05-05
CUST203,Customer_203,R45160,ACTIVE,2025-11-15
CUST204,Customer_204,R20332,INACTIVE,2023-12-25
CUST205,Customer_205,R17817,ACTIVE,2025-01-13
CUST206,Customer_206,R19068,ACTIVE,2025-03-19
CUST207,Customer_207,R26162,ACTIVE,2022-10-10
CUST208,Customer_208,R7316,INACTIVE,2022-04-28
CUST209,Customer_209,R22243,ACTIVE,2020-07-16
CUST210,Customer_210,R33020,TEST,2021-01-10
CUST211,Customer_211,R36110,ACTIVE,2021-09-28
CUST212,Customer_212,R42706,ACTIVE,2024-11-07
CUST213,Customer_213,R3363,ACTIVE,2021-08-28
CUST214,Customer_214,R480,ACTIVE,2020-09-18
CUST215,Customer_215,R1539,ACTIVE,2024-08-24
CUST216,Customer_216,R29075,ACTIVE,2025-10-05
CUST217,Customer_217,R25087,ACTIVE,2025-07-29
CUST218,Customer_218,R727,ACTIVE,2025-09-04
CUST219,Customer_219,R19294,ACTIVE,2021-06-19
CUST220,Customer_220,R39653,INACTIVE,2024-04-02
CUST221,Customer_221,R40314,ACTIVE,2024-05-24
CUST222,Customer_222,R25195,ACTIVE,2023-05-13
CUST223,Customer_223,R16953,TEST,2024-07-26
CUST224,Customer_224,R20636,INACTIVE,2024-06-12
CUST225,Customer_225,R8503,ACTIVE,2023-11-01
CUST226,Customer_226,R11330,ACTIVE,2021-07-29
CUST227,Customer_227,R5829,INACTIVE,2023-10-03
CUST228,Customer_228,R49214,INACTIVE,2021-06-28
CUST229,Customer_229,R11183,INACTIVE,2020-10-20
CUST230,Customer_230,R5004,INACTIVE,2021-10-02
CUST231,Customer_231,R32610,ACTIVE,2021-12-21
CUST232,Customer_232,R22608,INACTIVE,2023-05-06
CUST233,Customer_233,R13902,ACTIVE,2024-06-04
CUST234,Customer_234,R36837,ACTIVE,2025-03-28
CUST235,Customer_235,R10112,ACTIVE,2023-01-23
CUST236,Customer_236,R48698,ACTIVE,2025-11-02
CUST237,Customer_237,R2471,INACTIVE,2025-11-21
CUST238,Customer_238,R47633,ACTIVE,2021-03-15
CUST239,Customer_239,R11557,ACTIVE,2021-02-14
CUST240,Customer_240,R48281,ACTIVE,2021-08-25
CUST241,Customer_241,R42507,ACTIVE,2022-12-11
CUST242,Customer_242,R48710,ACTIVE,2024-05-06
CUST243,Customer_243,R21257,ACTIVE,2024-11-07
CUST244,Customer_244,R20438,ACTIVE,2023-01-07
CUST245,Customer_245,R27460,TEST,2025-11-11
CUST246,Customer_246,R13630,ACTIVE,2024-05-04
CUST247,Customer_247,R17259,TEST,2021-01-05
CUST248,Customer_248,R19049,ACTIVE,2022-10-31
CUST249,Customer_249,R43349,INACTIVE,2020-01-06
CUST250,Customer_250,R44190,ACTIVE,2021-09-03
CUST251,Customer_251,R40617,ACTIVE,2023-08-01
CUST252,Customer_252,R9605,INACTIVE,2022-07-05
CUST253,Customer_253,R27551,TEST,2022-10-24
CUST254,Customer_254,R25871,ACTIVE,2020-10-02
CUST255,Customer_255,R19124,ACTIVE,2022-07-10
CUST256,Customer_256,R5270,ACTIVE,2025-12-27
CUST257,Customer_257,R30209,ACTIVE,2021-08-14
CUST258,Customer_258,R32132,ACTIVE,2025-11-15
CUST259,Customer_259,R6860,ACTIVE,2024-12-30
CUST260,Customer_260,R1304,INACTIVE,2023-11-01
CUST261,Customer_261,R12512,ACTIVE,2024-04-02
CUST262,Customer_262,R40040,TEST,2020-09-25
CUST263,Customer_263,R45371,ACTIVE,2023-09-27
CUST264,Customer_264,R24933,ACTIVE,2022-01-08
CUST265,Customer_265,R30341,INACTIVE,2021-07-24
CUST266,Customer_266,R20880,ACTIVE,2023-02-01
CUST267,Customer_267,R17419,INACTIVE,2021-01-15
CUST268,Customer_268,R3385,ACTIVE,2023-01-28
CUST269,Customer_269,R34133,TEST,2020-01-27
CUST270,Customer_270,R48379,TEST,2021-11-08
CUST271,Customer_271,R18284,ACTIVE,2021-04-13
CUST272,Customer_272,R21795,TEST,2024-07-10
CUST273,Customer_273,R21379,TEST,2025-06-25
CUST274,Customer_274,R8497,TEST,2022-01-17
CUST275,Customer_275,R6951,ACTIVE,2020-07-31
CUST276,Customer_276,R22488,ACTIVE,2023-03-03
CUST277,Customer_277,R22582,ACTIVE,2024-11-28
CUST278,Customer_278,R28708,ACTIVE,2020-11-29
CUST279,Customer_279,R47729,TEST,2023-05-05
CUST280,Customer_280,R8984,ACTIVE,2021-09-19
CUST281,Customer_281,R16406,ACTIVE,2025-04-25
CUST282,Customer_282,R1952,ACTIVE,2021-04-28
CUST283,Customer_283,R32610,TEST,2022-02-19
CUST284,Customer_284,R3685,ACTIVE,2020-05-16
CUST285,Customer_285,R8862,TEST,2020-07-08
CUST286,Customer_286,R39446,ACTIVE,2020-04-12
CUST287,Customer_287,R30012,ACTIVE,2020-01-10
CUST288,Customer_288,R19886,ACTIVE,2021-11-29
CUST289,Customer_289,R41632,INACTIVE,2020-03-19
CUST290,Customer_290,R2092,ACTIVE,2024-05-30
CUST291,Customer_291,R29419,ACTIVE,2021-05-10
CUST292,Customer_292,R43374,ACTIVE,2020-02-05
CUST293,Customer_293,R6683,ACTIVE,2021-02-09
CUST294,Customer_294,R45122,ACTIVE,2025-01-25
CUST295,Customer_295,R6341,ACTIVE,2024-09-06
CUST296,Customer_296,R32386,ACTIVE,2024-09-29
CUST297,Customer_297,R26445,TEST,2020-07-04
CUST298,Customer_298,R1313,INACTIVE,2025-10-13
CUST299,Customer_299,R9369,INACTIVE,2021-07-04
CUST300,Customer_300,R27306,ACTIVE,2021-01-09
CUST301,Customer_301,R27008,ACTIVE,2025-07-09
CUST302,Customer_302,R49087,INACTIVE,2025-02-15
CUST303,Customer_303,R10410,ACTIVE,2023-05-26
CUST304,Customer_304,R42672,ACTIVE,2021-04-25
CUST305,Customer_305,R45872,ACTIVE,2022-09-12
CUST306,Customer_306,R21151,INACTIVE,2023-05-23
CUST307,Customer_307,R42172,ACTIVE,2022-06-30
CUST308,Customer_308,R34797,ACTIVE,2022-12-04
CUST309,Customer_309,R29619,ACTIVE,2023-04-23
CUST310,Customer_310,R18007,ACTIVE,2023-01-22
CUST311,Customer_311,R30683,ACTIVE,2020-04-25
CUST312,Customer_312,R5861,ACTIVE,2025-09-15
CUST313,Customer_313,R32104,ACTIVE,2020-11-30
CUST314,Customer_314,R40196,ACTIVE,2025-01-20
CUST315,Customer_315,R8629,TEST,2024-08-27
CUST316,Customer_316,R27126,INACTIVE,2022-08-11
CUST317,Customer_317,R31243,ACTIVE,2025-01-30
CUST318,Customer_318,R46824,ACTIVE,2025-12-27
CUST319,Customer_319,R32510,ACTIVE,2024-10-06
CUST320,Customer_320,R49319,ACTIVE,2022-02-09
CUST321,Customer_321,R20492,TEST,2023-07-15
CUST322,Customer_322,R5536,ACTIVE,2025-05-05
CUST323,Customer_323,R44277,TEST,2020-06-01
CUST324,Customer_324,R22854,ACTIVE,2024-12-21
CUST325,Customer_325,R48187,ACTIVE,2021-02-22
CUST326,Customer_326,R47769,ACTIVE,2025-03-28
CUST327,Customer_327,R8210,ACTIVE,2022-03-13
CUST328,Customer_328,R16735,ACTIVE,2021-11-10
CUST329,Customer_329,R24685,INACTIVE,2021-03-13
CUST330,Customer_330,R27255,ACTIVE,2023-01-20
CUST331,Customer_331,R15938,ACTIVE,2025-07-22
CUST332,Customer_332,R21555,ACTIVE,2025-07-18
CUST333,Customer_333,R6382,ACTIVE,2025-09-09
CUST334,Customer_334,R24675,INACTIVE,2025-03-24
CUST335,Customer_335,R28291,ACTIVE,2022-03-30
CUST336,Customer_336,R39586,ACTIVE,2022-02-27
CUST337,Customer_337,R26001,INACTIVE,2021-07-13
CUST338,Customer_338,R18773,ACTIVE,2024-12-26
CUST339,Customer_339,R9329,ACTIVE,2022-06-29
CUST340,Customer_340,R1885,ACTIVE,2021-04-19
CUST341,Customer_341,R40899,INACTIVE,2024-02-21
CUST342,Customer_342,R7139,INACTIVE,2021-05-12
CUST343,Customer_343,R40127,ACTIVE,2020-09-16
CUST344,Customer_344,R8845,ACTIVE,2024-09-23
CUST345,Customer_345,R11822,ACTIVE,2022-03-01
CUST346,Customer_346,R45598,ACTIVE,2023-05-01
CUST347,Customer_347,R48156,TEST,2025-05-24
CUST348,Customer_348,R24838,TEST,2024-06-03
CUST349,Customer_349,R36218,ACTIVE,2024-12-25
CUST350,Customer_350,R33556,ACTIVE,2021-06-13
CUST351,Customer_351,R7495,ACTIVE,2020-05-02
CUST352,Customer_352,R37867,ACTIVE,2024-03-20
CUST353,Customer_353,R27015,ACTIVE,2021-01-26
CUST354,Customer_354,R5113,ACTIVE,2021-11-27
CUST355,Customer_355,R37685,ACTIVE,2024-04-18
CUST356,Customer_356,R47931,ACTIVE,2024-11-18
CUST357,Customer_357,R4955,ACTIVE,2023-12-21
CUST358,Customer_358,R11517,ACTIVE,2022-10-01
CUST359,Customer_359,R5755,ACTIVE,2020-12-22
CUST360,Customer_360,R27458,ACTIVE,2022-02-08
CUST361,Customer_361,R26855,TEST,2020-04-27
CUST362,Customer_362,R46601,ACTIVE,2022-09-10
CUST363,Customer_363,R14316,INACTIVE,2022-07-30
CUST364,Customer_364,R22493,ACTIVE,2024-08-31
CUST365,Customer_365,R16840,ACTIVE,2023-05-02
CUST366,Customer_366,R48686,INACTIVE,2022-08-28
CUST367,Customer_367,R28298,ACTIVE,2025-04-16
CUST368,Customer_368,R28622,INACTIVE,2024-12-03
CUST369,Customer_369,R2491,INACTIVE,2020-11-03
CUST370,Customer_370,R24411,ACTIVE,2023-08-22
CUST371,Customer_371,R14331,ACTIVE,2020-10-24
CUST372,Customer_372,R35555,TEST,2021-01-18
CUST373,Customer_373,R44374,ACTIVE,2023-01-02
CUST374,Customer_374,R22739,INACTIVE,2021-06-12
CUST375,Customer_375,R21119,ACTIVE,2024-10-01
CUST376,Customer_376,R47026,ACTIVE,2025-07-10
CUST377,Customer_377,R40809,ACTIVE,2023-05-07
CUST378,Customer_378,R7517,ACTIVE,2022-08-24
CUST379,Customer_379,R6542,TEST,2024-03-11
CUST380,Customer_380,R24677,INACTIVE,2023-10-01
CUST381,Customer_381,R35845,ACTIVE,2022-12-08
CUST382,Customer_382,R8710,ACTIVE,2024-12-16
CUST383,Customer_383,R31816,ACTIVE,2023-01-05
CUST384,Customer_384,R31814,ACTIVE,2025-05-17
CUST385,Customer_385,R27291,ACTIVE,2020-11-11
CUST386,Customer_386,R34711,ACTIVE,2020-12-02
CUST387,Customer_387,R28525,ACTIVE,2024-04-07
CUST388,Customer_388,R45671,ACTIVE,2024-03-25
CUST389,Customer_389,R38156,ACTIVE,2022-03-29
CUST390,Customer_390,R41300,ACTIVE,2025-04-08
CUST391,Customer_391,R17902,ACTIVE,2025-01-17
CUST392,Customer_392,R31513,INACTIVE,2025-07-01
CUST393,Customer_393,R19665,INACTIVE,2023-05-03
CUST394,Customer_394,R39668,ACTIVE,2024-10-19
CUST395,Customer_395,R34415,ACTIVE,2025-07-16
CUST396,Customer_396,R39262,ACTIVE,2025-02-22
CUST397,Customer_397,R23811,TEST,2024-09-26
CUST398,Customer_398,R17644,ACTIVE,2023-04-12
CUST399,Customer_399,R1581,INACTIVE,2022-04-25
CUST400,Customer_400,R23385,ACTIVE,2023-08-25
CUST401,Customer_401,R36675,ACTIVE,2021-10-15
CUST402,Customer_402,R13732,INACTIVE,2023-06-19
CUST403,Customer_403,R48709,ACTIVE,2025-06-01
CUST404,Customer_404,R28055,ACTIVE,2020-08-02
CUST405,Customer_405,R33003,ACTIVE,2025-10-31
CUST406,Customer_406,R34217,ACTIVE,2025-10-30
CUST407,Customer_407,R1849,ACTIVE,2025-07-26
CUST408,Customer_408,R22707,ACTIVE,2022-08-28
CUST409,Customer_409,R6425,TEST,2022-04-11
CUST410,Customer_410,R45944,INACTIVE,2023-01-04
CUST411,Customer_411,R19136,ACTIVE,2021-09-19
CUST412,Customer_412,R37137,ACTIVE,2020-12-05
CUST413,Customer_413,R14649,TEST,2025-02-25
CUST414,Customer_414,R41714,INACTIVE,2024-04-19
CUST415,Customer_415,R17894,ACTIVE,2021-07-23
CUST416,Customer_416,R11656,ACTIVE,2020-10-05
CUST417,Customer_417,R12243,ACTIVE,2022-09-08
CUST418,Customer_418,R15851,ACTIVE,2023-02-15
CUST419,Customer_419,R15702,ACTIVE,2021-02-06
CUST420,Customer_420,R48117,ACTIVE,2025-11-22
CUST421,Customer_421,R26425,ACTIVE,2020-09-28
CUST422,Customer_422,R22119,ACTIVE,2025-10-06
CUST423,Customer_423,R45018,ACTIVE,2023-02-22
CUST424,Customer_424,R19926,ACTIVE,2025-07-08
CUST425,Customer_425,R33235,TEST,2020-01-27
CUST426,Customer_426,R28718,ACTIVE,2024-09-09
CUST427,Customer_427,R5045,ACTIVE,2023-09-15
CUST428,Customer_428,R16918,ACTIVE,2023-06-13
CUST429,Customer_429,R40008,INACTIVE,2022-09-06
CUST430,Customer_430,R1689,ACTIVE,2025-06-06
CUST431,Customer_431,R38248,ACTIVE,2023-07-20
CUST432,Customer_432,R14680,ACTIVE,2025-02-20
CUST433,Customer_433,R20990,INACTIVE,2022-01-29
CUST434,Customer_434,R45359,ACTIVE,2022-04-12
CUST435,Customer_435,R37982,ACTIVE,2021-06-03
CUST436,Customer_436,R11350,TEST,2022-05-14
CUST437,Customer_437,R74,ACTIVE,2023-12-31
CUST438,Customer_438,R21931,INACTIVE,2023-01-08
CUST439,Customer_439,R150,INACTIVE,2024-08-31
CUST440,Customer_440,R48810,ACTIVE,2020-09-05
CUST441,Customer_441,R40594,INACTIVE,2021-10-25
CUST442,Customer_442,R12970,ACTIVE,2023-02-20
CUST443,Customer_443,R39269,ACTIVE,2024-03-28
CUST444,Customer_444,R48572,INACTIVE,2025-07-15
CUST445,Customer_445,R24368,ACTIVE,2020-03-27
CUST446,Customer_446,R30983,ACTIVE,2021-08-16
CUST447,Customer_447,R23693,INACTIVE,2021-09-22
CUST448,Customer_448,R11070,ACTIVE,2023-09-02
CUST449,Customer_449,R28125,TEST,2025-04-11
CUST450,Customer_450,R43516,ACTIVE,2023-06-21
CUST451,Customer_451,R170,ACTIVE,2021-05-11
CUST452,Customer_452,R43725,ACTIVE,2024-06-30
CUST453,Customer_453,R8582,INACTIVE,2021-07-24
CUST454,Customer_454,R47983,ACTIVE,2024-01-09
CUST455,Customer_455,R23058,ACTIVE,2025-07-29
CUST456,Customer_456,R7041,ACTIVE,2025-01-30
CUST457,Customer_457,R43409,ACTIVE,2025-03-11
CUST458,Customer_458,R44008,ACTIVE,2020-10-12
CUST459,Customer_459,R1019,ACTIVE,2024-09-07
CUST460,Customer_460,R11070,ACTIVE,2023-04-08
CUST461,Customer_461,R4536,ACTIVE,2024-06-14
CUST462,Customer_462,R16319,INACTIVE,2020-08-07
CUST463,Customer_463,R19164,ACTIVE,2024-11-17
CUST464,Customer_464,R43744,ACTIVE,2024-05-06
CUST465,Customer_465,R43434,ACTIVE,2022-02-25
CUST466,Customer_466,R22082,TEST,2023-06-19
CUST467,Customer_467,R25701,INACTIVE,2025-10-06
CUST468,Customer_468,R24926,ACTIVE,2020-02-22
CUST469,Customer_469,R37719,ACTIVE,2020-04-03
CUST470,Customer_470,R3746,ACTIVE,2022-07-31
CUST471,Customer_471,R47932,TEST,2020-12-28
CUST472,Customer_472,R47761,INACTIVE,2025-01-22
CUST473,Customer_473,R49397,ACTIVE,2021-07-03
CUST474,Customer_474,R43110,ACTIVE,2025-04-28
CUST475,Customer_475,R14551,ACTIVE,2022-01-12
CUST476,Customer_476,R6027,ACTIVE,2024-03-09
CUST477,Customer_477,R46793,ACTIVE,2024-07-06
CUST478,Customer_478,R42101,TEST,2022-02-13
CUST479,Customer_479,R10064,ACTIVE,2022-06-24
CUST480,Customer_480,R1903,TEST,2020-03-22
CUST481,Customer_481,R21088,ACTIVE,2021-11-29
CUST482,Customer_482,R41759,ACTIVE,2020-11-27
CUST483,Customer_483,R3664,INACTIVE,2021-05-21
CUST484,Customer_484,R27523,INACTIVE,2020-07-28
