PRODUCT_ID,PRODUCT_NAME,CATEGORY,PRICE,CREATED_TS
P136,Product_136,B,664.81,2020-08-11
P137,Product_137,B,216.79,2022-11-23
P138,Product_138,D,526.34,2021-10-23
P139,Product_139,B,347.08,2022-12-18
P140,Product_140,C,946.57,2025-01-25
P141,Product_141,D,938.14,2021-03-05
P142,Product_142,A,57.19,2020-09-10
P143,Product_143,C,550.19,2021-06-29
P144,Product_144,B,953.15,2024-04-02
P145,Product_145,B,984.06,2021-08-01
P146,Product_146,C,157.27,2022-05-08
P147,Product_147,B,643.98,2020-11-02
P148,Product_148,D,552.45,2021-12-16
P149,Product_149,A,609.51,2023-06-14
P150,Product_150,A,922.41,2023-07-12
P151,Product_151,A,533.74,2020-10-12
P152,Product_152,D,751.44,2022-08-12
P153,Product_153,D,524.49,2025-07-01
P154,Product_154,D,511.47,2022-06-25
P155,Product_155,C,656.38,2020-05-12
P156,Product_156,D,928.83,2025-10-22
P157,Product_157,D,941.16,2020-08-05
P158,Product_158,D,796.17,2023-12-26
P159,Product_159,D,252.63,2024-09-14
P160,Product_160,B,83.9,2023-07-02
P161,Product_161,B,182.88,2023-11-24
P162,Product_162,D,576.37,2025-12-28
P163,Product_163,C,39.09,2021-06-22
P164,Product_164,B,38.18,2021-04-21
P165,Product_165,A,173.67,2024-04-04
P166,Product_166,A,553.56,2022-06-18
P167,Product_167,B,437.13,2025-04-04
P168,Product_168,A,192.55,2020-11-10
P169,Product_169,A,687.45,2020-07-09
P170,Product_170,B,833.2,2022-02-22
P171,Product_171,B,715.63,2024-11-20
P172,Product_172,D,514.15,2022-09-13
P173,Product_173,C,313.83,2025-08-22
P174,Product_174,A,296.3,2021-11-18
P175,Product_175,B,712.26,2024-12-05
P176,Product_176,D,703.43,2024-04-23
P177,Product_177,B,551.35,2023-08-21
P178,Product_178,A,17.43,2021-11-01
P179,Product_179,D,969.78,2021-11-10
P180,Product_180,D,292.5,2025-12-30
P181,Product_181,A,710.28,2024-12-13
P182,Product_182,A,692.15,2020-09-08
P183,Product_183,A,529.53,2023-09-10
P184,Product_184,C,817.54,2025-05-16
P185,Product_185,C,568.18,2022-09-03
P186,Product_186,D,311.68,2025-06-22
P187,Product_187,C,459.38,2025-03-16
P188,Product_188,B,907.36,2022-09-04
P189,Product_189,B,858.02,2020-11-24
P190,Product_190,C,104.43,2025-12-23
P191,Product_191,A,961.96,2022-09-16
P192,Product_192,A,143.18,2022-10-17
P193,Product_193,B,53.17,2020-03-10
P194,Product_194,B,293.57,2023-06-10
P195,Product_195,D,946.57,2023-07-13
P196,Product_196,D,920.78,2024-10-27
P197,Product_197,C,106.74,2025-05-16
P198,Product_198,D,536.74,2021-07-24
P199,Product_199,B,500.1,2024-08-03
P200,Product_200,D,287.77,2023-10-07
P201,Product_201,D,946.42,2023-11-25
P202,Product_202,C,581.72,2025-06-03
P203,Product_203,A,973.91,2024-05-23
P204,Product_204,D,684.69,2021-07-14
P205,Product_205,A,126.01,2025-07-11
P206,Product_206,B,927.43,2024-02-02
P207,Product_207,D,674.95,2025-07-23
P208,Product_208,C,853.88,2023-04-14
P209,Product_209,D,468.36,2021-11-16
P210,Product_210,B,477.94,2025-04-08
P211,Product_211,A,637.63,2023-05-05
P212,Product_212,B,112.75,2022-11-13
P213,Product_213,C,119.97,2022-01-01
P214,Product_214,D,799.64,2023-03-27
P215,Product_215,C,784.19,2025-11-12
P216,Product_216,D,251.42,2022-03-10
P217,Product_217,A,978.82,2020-08-31
P218,Product_218,A,745.29,2023-12-08
P219,Product_219,C,566.47,2023-08-04
P220,Product_220,C,639.01,2023-01-25
P221,Product_221,B,888.41,2025-09-11
P222,Product_222,C,735.26,2024-05-14
P223,Product_223,B,578.54,2023-09-09
P224,Product_224,A,167.13,2020-08-21
P225,Product_225,A,723.06,2025-10-14
P226,Product_226,C,249.54,2021-02-06
P227,Product_227,C,109.14,2022-03-12
P228,Product_228,D,627.34,2020-12-12
P229,Product_229,A,989.6,2021-11-02
P230,Product_230,C,538.9,2024-07-15
P231,Product_231,A,475.9,2021-06-30
P232,Product_232,B,157.99,2025-08-28
P233,Product_233,A,349.9,2020-03-25
P234,Product_234,D,374.38,2022-09-05
P235,Product_235,B,199.7,2025-11-11
P236,Product_236,C,678.41,2024-08-15
P237,Product_237,B,778.99,2022-12-17
P238,Product_238,C,536.71,2022-03-08
P239,Product_239,D,108.32,2020-01-18
P240,Product_240,D,967.63,2025-05-25
P241,Product_241,B,79.79,2021-06-10
P242,Product_242,C,751.26,2020-06-11
P243,Product_243,C,527.44,2024-03-31
P244,Product_244,B,851.39,2022-08-28
P245,Product_245,C,830.26,2025-07-16
P246,Product_246,C,257.92,2023-06-04
P247,Product_247,D,84.29,2021-07-26
P248,Product_248,B,437.34,2023-06-03
P249,Product_249,A,229.59,2022-04-27
P250,Product_250,B,387.04,2022-03-10
P251,Product_251,A,315.89,2020-05-10
P252,Product_252,A,258.39,2022-06-12
P253,Product_253,C,384.3,2020-06-01
P254,Product_254,B,718.08,2025-11-30
P255,Product_255,C,433.25,2024-05-11
P256,Product_256,A,563.8,2023-04-29
P257,Product_257,A,759.01,2025-05-08
P258,Product_258,D,936.8,2020-04-20
P259,Product_259,B,436.07,2020-02-03
P260,Product_260,C,847.07,2022-03-30
P261,Product_261,A,101.16,2024-10-20
P262,Product_262,A,771.01,2023-10-04
P263,Product_263,A,497.12,2022-01-31
P264,Product_264,A,827.84,2022-03-16
P265,Product_265,B,547.73,2023-04-04
P266,Product_266,A,452.8,2023-07-28
P267,Product_267,C,632.21,2022-11-11
P268,Product_268,C,983.98,2024-08-04
P269,Product_269,C,475.43,2023-05-23
P270,Product_270,B,989.91,2022-07-29
P271,Product_271,A,876.6,2025-07-11
P272,Product_272,B,293.51,2022-08-06
P273,Product_273,A,564.15,2020-01-16
P274,Product_274,B,452.03,2022-10-20
P275,Product_275,B,245.48,2024-09-29
P276,Product_276,A,150.61,2025-01-30
P277,Product_277,B,745.42,2022-02-22
P278,Product_278,D,106.83,2021-06-16
P279,Product_279,A,845.97,2023-11-23
P280,Product_280,B,997.1,2022-06-10
P281,Product_281,B,763.67,2024-06-24
P282,Product_282,B,935.88,2023-09-28
P283,Product_283,A,534.92,2025-03-02
P284,Product_284,D,383.35,2025-10-13
P285,Product_285,C,636.73,2022-03-17
P286,Product_286,B,881.16,2023-03-25
P287,Product_287,D,995.82,2024-02-21
P288,Product_288,B,291.26,2024-12-14
P289,Product_289,D,454.14,2025-10-28
P290,Product_290,D,514.2,2022-01-10
P291,Product_291,B,261.3,2023-08-21
P292,Product_292,B,102.75,2023-09-04
P293,Product_293,B,877.42,2020-11-13
P294,Product_294,A,963.26,2025-11-25
P295,Product_295,C,124.2,2024-08-26
P296,Product_296,C,525.41,2022-10-28
P297,Product_297,A,308.2,2021-09-20
P298,Product_298,A,657.3,2025-04-01
P299,Product_299,A,276.55,2020-03-04
P300,Product_300,C,122.92,2024-12-20
P301,Product_301,A,201.01,2024-07-11
P302,Product_302,D,779.62,2023-08-26
P303,Product_303,D,601.72,2022-08-11
P304,Product_304,D,615.83,2025-08-28
P305,Product_305,A,291.92,2023-03-03
P306,Product_306,A,794.01,2023-08-22
P307,Product_307,A,456.26,2024-08-21
P308,Product_308,B,601.55,2025-02-15
P309,Product_309,D,959.52,2025-06-25
P310,Product_310,C,568.31,2024-12-04
P311,Product_311,B,60.35,2023-03-28
P312,Product_312,A,485.76,2020-03-23
P313,Product_313,C,577.36,2023-12-29
P314,Product_314,C,482.57,2024-05-10
P315,Product_315,B,616.26,2024-07-14
P316,Product_316,D,974.26,2025-07-22
P317,Product_317,B,224.5,2020-04-14
P318,Product_318,D,302.15,2025-06-18
P319,Product_319,B,931.52,2022-01-30
P320,Product_320,A,333.13,2022-03-27
P321,Product_321,A,775.51,2022-07-05
P322,Product_322,C,335.69,2022-02-05
P323,Product_323,C,997.41,2020-12-26
P324,Product_324,D,709.02,2023-03-03
P325,Product_325,C,834.37,2025-09-25
P326,Product_326,D,536.57,2025-02-14
P327,Product_327,D,366.25,2024-03-16
P328,Product_328,D,304.24,2023-12-20
P329,Product_329,A,608.06,2022-05-30
P330,Product_330,C,295.98,2020-12-14
P331,Product_331,D,590.31,2023-01-14
P332,Product_332,A,436.79,2025-03-05
P333,Product_333,D,117.81,2020-03-16
P334,Product_334,A,47.69,2020-01-21
P335,Product_335,C,754.23,2022-09-14
P336,Product_336,A,980.6,2023-02-17
P337,Product_337,A,648.87,2024-06-27
P338,Product_338,A,396.03,2021-08-27
P339,Product_339,C,728.3,2022-12-29
P340,Product_340,D,184.66,2020-06-18
P341,Product_341,C,939.26,2022-03-22
P342,Product_342,C,708.96,2021-01-31
P343,Product_343,D,789.19,2022-12-21
P344,Product_344,C,540.04,2023-08-03
P345,Product_345,B,115.41,2022-05-20
P346,Product_346,C,739.15,2021-01-18
P347,Product_347,C,432.6,2020-05-19
P348,Product_348,B,309.88,2021-08-25
P349,Product_349,C,752.48,2025-10-01
P350,Product_350,D,111.51,2022-10-10
P351,Product_351,D,125.51,2022-10-16
P352,Product_352,A,401.01,2025-12-15
P353,Product_353,A,466.86,2022-01-15
P354,Product_354,A,450.48,2025-07-21
P355,Product_355,D,269.95,2024-04-18
P356,Product_356,B,696.14,2022-01-07
P357,Product_357,A,514.29,2020-06-08
P358,Product_358,C,190.32,2023-09-23
P359,Product_359,A,137.56,2023-11-25
P360,Product_360,B,856.82,2021-04-16
P361,Product_361,A,310.74,2022-05-22
P362,Product_362,D,900.28,2025-01-13
P363,Product_363,C,56.28,2024-12-02
P364,Product_364,B,610.85,2025-03-12
P365,Product_365,A,713.18,2024-05-26
P366,Product_366,D,490.72,2024-09-11
P367,Product_367,C,490.88,2021-09-23
P368,Product_368,A,892.73,2021-11-17
P369,Product_369,B,916.57,2022-12-28
P370,Product_370,C,787.64,2023-10-03
P371,Product_371,D,581.98,2023-10-13
P372,Product_372,C,473.29,2024-09-28
P373,Product_373,D,517.85,2025-09-11
P374,Product_374,D,230.61,2025-06-11
P375,Product_375,B,322.9,2022-12-13
P376,Product_376,C,403.2,2020-11-20
P377,Product_377,A,65.86,2021-04-10
P378,Product_378,A,324.39,2021-05-01
P379,Product_379,B,92.07,2023-10-26
P380,Product_380,B,919.26,2024-02-01
P381,Product_381,D,855.99,2020-05-14
P382,Product_382,B,907.1,2023-05-28
P383,Product_383,C,547.95,2025-05-02
P384,Product_384,A,136.05,2025-07-16
P385,Product_385,C,242.85,2021-10-29
P386,Product_386,D,894.71,2020-08-08
P387,Product_387,B,863.45,2021-10-15
P388,Product_388,A,402.15,2022-01-19
P389,Product_389,A,725.27,2025-06-16
P390,Product_390,D,879.96,2021-10-17
P391,Product_391,D,503.11,2022-10-06
P392,Product_392,C,655.71,2025-10-30
P393,Product_393,A,214.25,2020-04-21
P394,Product_394,D,311.71,2021-03-19
P395,Product_395,B,40.49,2022-01-25
P396,Product_396,A,334.11,2023-08-22
P397,Product_397,D,996.81,2023-11-23
P398,Product_398,C,540.22,2023-07-29
P399,Product_399,D,10.64,2025-07-10
P400,Product_400,D,847.2,2023-11-02
P401,Product_401,D,538.59,2024-06-01
P402,Product_402,D,846.34,2020-07-22
P403,Product_403,C,762.81,2025-05-22
P404,Product_404,B,376.09,2020-02-18
P405,Product_405,B,208.18,2024-01-18
P406,Product_406,D,295.13,2023-04-28
P407,Product_407,C,595.55,2024-03-19
P408,Product_408,A,421.15,2020-08-24
P409,Product_409,A,613.95,2022-12-18
P410,Product_410,B,236.87,2025-07-31
P411,Product_411,D,417.05,2022-07-08
P412,Product_412,C,524.88,2020-04-15
P413,Product_413,D,365.37,2024-09-29
P414,Product_414,C,208.15,2025-04-23
P415,Product_415,A,94.43,2022-08-03
P416,Product_416,A,777.63,2022-07-01
P417,Product_417,C,182.28,2025-01-09
P418,Product_418,B,615.8,2025-10-26
P419,Product_419,D,855.61,2023-02-11
P420,Product_420,B,856.54,2021-09-12
P421,Product_421,A,698.92,2025-04-11
P422,Product_422,B,77.04,2022-01-23
P423,Product_423,B,966.51,2022-01-20
P424,Product_424,C,151.48,2020-09-21
P425,Product_425,B,582.2,2020-09-20
P426,Product_426,B,226.21,2023-07-03
P427,Product_427,A,542.84,2020-04-24
P428,Product_428,A,707.74,2025-11-15
P429,Product_429,C,166.31,2023-09-15
P430,Product_430,D,824.03,2025-04-30
P431,Product_431,A,621.72,2020-07-15
P432,Product_432,D,732.74,2025-11-10
P433,Product_433,A,612.65,2022-02-17
P434,Product_434,B,967.78,2023-11-23
P435,Product_435,D,52.21,2024-02-28
P436,Product_436,A,492.23,2022-09-01
P437,Product_437,D,398.13,2025-10-22
P438,Product_438,C,472.66,2024-09-28
P439,Product_439,D,999.15,2024-07-03
P440,Product_440,B,255.32,2024-09-12
P441,Product_441,B,425.5,2024-10-10
P442,Product_442,A,490.87,2021-01-29
P443,Product_443,B,910.41,2020-11-06
P444,Product_444,D,669.44,2023-10-08
P445,Product_445,C,182.27,2025-08-20
P446,Product_446,D,315.32,2022-10-09
P447,Product_447,C,503.79,2021-10-02
P448,Product_448,B,32.5,2025-09-28
P449,Product_449,B,892.56,2022-03-04
P450,Product_450,A,728.22,2022-05-02
P451,Product_451,B,49.66,2023-04-30
P452,Product_452,B,162.74,2021-09-30
P453,Product_453,D,630.19,2021-03-18
P454,Product_454,D,543.62,2020-07-15
P455,Product_455,C,771.07,2024-09-18
P456,Product_456,C,680.16,2025-08-11
P457,Product_457,A,254.78,2023-08-13
P458,Product_458,D,970.57,2025-10-13
P459,Product_459,A,429.72,2021-02-22
P460,Product_460,B,929.41,2022-05-31
P461,Product_461,A,680.56,2023-10-02
P462,Product_462,C,926.09,2024-11-10
P463,Product_463,A,862.43,2024-06-27
P464,Product_464,C,764.33,2025-12-18
P465,Product_465,B,703.56,2023-08-21
P466,Product_466,A,111.31,2025-04-24
P467,Product_467,C,27.01,2020-08-03
P468,Product_468,B,105.63,2023-01-28
P469,Product_469,D,595.14,2020-11-01
P470,Product_470,A,794.84,2022-04-13
P471,Product_471,A,778.7,2025-07-16
P472,Product_472,C,207.21,2025-11-12
P473,Product_473,A,475.21,2024-10-02
P474,Product_474,C,65.45,2020-04-01
P475,Product_475,D,133.03,2023-08-08
P476,Product_476,B,659.51,2023-05-20
P477,Product_477,C,640.08,2023-06-30
P478,Product_478,B,984.45,2024-03-30
P479,Product_479,C,563.95,2024-08-15
P480,Product_480,B,936.94,2024-09-23
P481,Product_481,A,704.84,2024-05-29
P482,Product_482,A,847.78,2025-04-12
P483,Product_483,D,460.81,2021-09-24
P484,Product_484,C,185.33,2020-11-30
P485,Product_485,C,726.06,2023-06-20
P486,Product_486,A,231.46,2021-02-24
P487,Product_487,A,644.41,2022-06-07
P488,Product_488,C,485.29,2021-09-05
P489,Product_489,C,288.72,2022-03-19
P490,Product_490,B,680.38,2025-07-18
P491,Product_491,D,195.63,2021-03-11
P492,Product_492,C,754.57,2024-08-14
P493,Product_493,C,248.38,2021-06-16
P494,Product_494,B,294.64,2025-08-06
P495,Product_495,D,995.83,2025-02-27
P496,Product_496,C,26.71,2020-09-16
P497,Product_497,D,212.97,2021-07-08
P498,Product_498,C,638.79,2024-10-04
P499,Product_499,A,606.32,2022-08-06
P500,Product_500,D,153.17,2021-03-20
P501,Product_501,D,679.26,2021-06-21
P502,Product_502,A,793.91,2022-09-13
P503,Product_503,C,783.62,2022-04-08
P504,Product_504,A,683.22,2021-01-08
P505,Product_505,D,341.65,2020-09-29
P506,Product_506,C,480.74,2022-07-28
P507,Product_507,D,619.32,2024-07-30
P508,Product_508,C,383.08,2025-06-29
P509,Product_509,D,224.53,2024-08-01
P510,Product_510,D,521.49,2020-10-02
P511,Product_511,B,553.83,2021-10-25
P512,Product_512,B,631.4,2024-11-08
P513,Product_513,D,425.91,2020-05-07
P514,Product_514,C,664.96,2025-07-22
P515,Product_515,A,306.14,2024-11-30
P516,Product_516,A,545.21,2024-10-31
P517,Product_517,D,919.66,2022-08-12
P518,Product_518,C,31.03,2022-03-15
P519,Product_519,D,20.92,2022-06-19
P520,Product_520,A,527.82,2022-06-22
P521,Product_521,A,487.64,2025-10-03
P522,Product_522,A,747.05,2021-04-02
P523,Product_523,D,120.99,2020-01-30
P524,Product_524,A,690.64,2021-03-15
P525,Product_525,D,835.15,2021-03-01
P526,Product_526,D,767.45,2020-10-03
P527,Product_527,A,190.1,2022-02-19
P528,Product_528,C,727.9,2024-02-26
P529,Product_529,B,415.91,2024-06-05
P530,Product_530,C,369.15,2025-11-04
P531,Product_531,D,472.33,2020-03-22
P532,Product_532,B,775.58,2024-12-16
P533,Product_533,C,708.24,2021-10-07
P534,Product_534,D,70.56,2021-12-20
P535,Product_535,B,312.16,2023-07-13
P536,Product_536,B,517.51,2021-10-23
P537,Product_537,A,763.32,2020-01-22
P538,Product_538,A,883.02,2022-07-12
P539,Product_539,A,980.64,2023-04-05
P540,Product_540,A,248.13,2022-07-16
P541,Product_541,D,404.6,2021-01-19
P542,Product_542,D,854.39,2023-04-08
P543,Product_543,B,484.85,2023-08-03
P544,Product_544,A,240.85,2022-12-12
P545,Product_545,A,732.97,2022-12-06
P546,Product_546,A,600.43,2024-09-04
P547,Product_547,B,74.78,2020-04-11
P548,Product_548,C,185.58,2022-09-20
P549,Product_549,A,904.87,2023-10-31
P550,Product_550,B,257.53,2025-03-10
P551,Product_551,B,665.32,2025-04-08
P552,Product_552,A,431.43,2025-09-28
P553,Product_553,B,406.66,2022-08-30
P554,Product_554,C,565.05,2025-06-16
P555,Product_555,B,966.43,2024-07-24
P556,Product_556,D,639.29,2022-06-19
P557,Product_557,D,157.64,2021-08-16
P558,Product_558,D,657.97,2021-12-19
P559,Product_559,B,346.36,2020-07-26
P560,Product_560,D,778.39,2023-08-25
P561,Product_561,A,632.17,2021-08-05
P562,Product_562,B,697.85,2022-10-14
P563,Product_563,B,424.06,2024-04-10
P564,Product_564,B,591.68,2024-01-11
P565,Product_565,C,976.37,2025-02-16
P566,Product_566,D,731.29,2020-04-13
P567,Product_567,D,552.92,2025-10-04
P568,Product_568,B,311.63,2021-06-05
P569,Product_569,B,402.72,2023-09-05
P570,Product_570,D,81.78,2020-10-11
P571,Product_571,B,296.01,2022-09-07
P572,Product_572,C,614.95,2021-05-26
P573,Product_573,A,769.79,2023-10-22
P574,Product_574,B,265.11,2024-02-17
P575,Product_575,D,65.38,2024-05-21
P576,Product_576,C,176.7,2021-05-24
P577,Product_577,A,247.69,2025-05-29
P578,Product_578,B,973.08,2024-11-07
P579,Product_579,D,108.59,2022-11-02
P580,Product_580,A,23.87,2023-11-19
P581,Product_581,D,529.19,2020-02-22
P582,Product_582,D,263.03,2021-10-26
P583,Product_583,A,734.71,2020-07-14
P584,Product_584,C,700.5,2021-10-08
P585,Product_585,C,383.03,2020-05-07
P586,Product_586,B,544.51,2022-09-16
P587,Product_587,D,769.61,2020-02-21
P588,Product_588,B,727.63,2020-12-14
P589,Product_589,C,101.06,2023-10-05
P590,Product_590,A,829.91,2022-06-27
P591,Product_591,D,867.55,2025-09-02
P592,Product_592,A,838.41,2022-03-18
P593,Product_593,C,689.74,2022-09-09
P594,Product_594,B,132.67,2021-07-14
P595,Product_595,B,819.86,2024-03-10
P596,Product_596,B,281.24,2025-09-08
P597,Product_597,D,144.34,2025-12-25
P598,Product_598,C,692.94,2024-11-04
P599,Product_599,A,584.9,2024-08-22
P600,Product_600,B,40.42,2020-09-09
P601,Product_601,C,778.58,2025-02-27
P602,Product_602,D,473.88,2022-12-12
P603,Product_603,C,394.65,2020-12-08
P604,Product_604,B,399.08,2021-04-20
P605,Product_605,D,709.98,2023-11-05
P606,Product_606,D,211.69,2024-01-06
P607,Product_607,C,506.24,2023-01-24
P608,Product_608,A,416.05,2023-11-14
P609,Product_609,D,460.87,2025-03-12
P610,Product_610,D,140.44,2021-06-10
P611,Product_611,C,24.24,2023-05-18
P612,Product_612,B,62.09,2020-11-08
P613,Product_613,A,586.32,2021-12-04
P614,Product_614,C,463.49,2021-05-04
P615,Product_615,B,34.03,2023-02-10
P616,Product_616,A,894.44,2023-05-02
P617,Product_617,A,825.0,2022-12-22
P618,Product_618,B,832.64,2020-08-29
P619,Product_619,A,879.51,2022-01-01
P620,Product_620,B,611.41,2024-05-01
P621,Product_621,B,920.3,2021-06-21
P622,Product_622,C,725.38,2020-03-04
P623,Product_623,D,373.59,2021-03-31
P624,Product_624,A,328.03,2024-04-08
P625,Product_625,D,438.39,2021-04-08
P626,Product_626,A,564.13,2023-10-13
P627,Product_627,D,868.2,2023-02-24
P628,Product_628,B,448.28,2023-01-10
P629,Product_629,B,974.2,2025-07-26
P630,Product_630,B,972.86,2023-01-20
P631,Product_631,D,409.34,2022-07-25
P632,Product_632,B,235.53,2021-01-08
P633,Product_633,D,28.13,2020-02-03
P634,Product_634,B,174.48,2022-04-01
P635,Product_635,C,266.92,2020-12-07
P636,Product_636,A,740.14,2022-12-07
P637,Product_637,A,852.24,2020-08-25
P638,Product_638,D,972.11,2020-07-29
P639,Product_639,B,702.31,2021-04-02
P640,Product_640,B,756.48,2022-01-30
P641,Product_641,B,283.16,2021-04-03
P642,Product_642,B,117.39,2020-12-08
P643,Product_643,D,324.41,2022-11-21
P644,Product_644,A,512.48,2020-11-03
P645,Product_645,A,907.11,2023-08-26
P646,Product_646,C,961.95,2022-01-02
P647,Product_647,B,142.29,2020-02-07
P648,Product_648,B,303.92,2024-09-03
P649,Product_649,B,50.08,2023-11-12
P650,Product_650,B,140.08,2023-09-10
P651,Product_651,D,453.93,2025-11-15
P652,Product_652,A,176.6,2024-07-07
P653,Product_653,C,632.32,2020-09-06
P654,Product_654,B,22.29,2024-11-04
P655,Product_655,C,960.25,2025-07-12
P656,Product_656,B,323.61,2023-09-29
P657,Product_657,C,245.96,2021-04-22
P658,Product_658,D,378.71,2020-09-30
P659,Product_659,A,547.64,2024-01-03
P660,Product_660,D,496.93,2020-05-28
P661,Product_661,A,440.68,2021-06-25
